lon,lat,source,country,year,wealthpooled,wealthpooled5country,households,urban_rural
78.9374081362,20.9773413248,IAHR74DT.ZIP,India,2015,-0.22503325375482625,0.6585842100050159,13,0
78.9374361866,22.3791616477,IAHR74DT.ZIP,India,2015,0.7816607279872215,-0.8095014567678172,15,0
78.9380292606,24.2888571509,IAHR74DT.ZIP,India,2015,0.7417955754650796,-0.6374921696982158,14,0
78.9381505456,26.199138209,IAHR74DT.ZIP,India,2015,0.07121486056233518,0.22409747336707775,19,1
78.9387259703,12.91115214,IAHR74DT.ZIP,India,2015,-0.989087561108192,1.742907641368062,22,1
78.9389594057,22.0585288274,IAHR74DT.ZIP,India,2015,-0.8487162591560391,1.5137086125288028,15,1
78.9404149324,23.7551262055,IAHR74DT.ZIP,India,2015,0.44294386075119585,-0.2933659512809837,16,0
78.9423717555,20.5030441664,IAHR74DT.ZIP,India,2015,-0.026954166222290358,0.3590628686480586,17,0
78.9429540894,19.8468686702,IAHR74DT.ZIP,India,2015,0.08049181101478532,0.28180432380092796,18,0
78.9435996906,12.0634324929,IAHR74DT.ZIP,India,2015,-0.021461011735572286,0.4567562289467091,19,0
78.943624625,30.290351912,IAHR74DT.ZIP,India,2015,0.33346070862364763,-0.17727420806255234,19,0
78.944112963,29.180748513,IAHR74DT.ZIP,India,2015,-0.3080019528476253,0.7469223366962029,15,0
78.9451657329,18.1378616305,IAHR74DT.ZIP,India,2015,-0.8668970989540873,1.5624951119713142,17,0
78.94605982,30.114153484,IAHR74DT.ZIP,India,2015,0.012730783830515258,0.2505583136670818,17,0
78.9482644582,11.3347882971,IAHR74DT.ZIP,India,2015,-0.06793475338491871,0.5383897192971216,14,0
78.949141998,30.354783594,IAHR74DT.ZIP,India,2015,-0.3677853099864748,0.8588572022880752,15,0
78.9501798259,10.7240632884,IAHR74DT.ZIP,India,2015,-0.21061007765753847,0.7000991771421071,19,0
78.950263767,29.730822876,IAHR74DT.ZIP,India,2015,0.009192835707184491,0.24363740251198257,15,0
78.9503182883,11.5536507859,IAHR74DT.ZIP,India,2015,-0.10729646170351657,0.562732906964128,18,0
78.9505836195,10.5727308688,IAHR74DT.ZIP,India,2015,-0.07709487998203099,0.5253560551906497,17,0
78.951263651,29.222869764,IAHR74DT.ZIP,India,2015,-0.8310647319620073,1.5002560596281589,17,1
78.952677293,30.35230803,IAHR74DT.ZIP,India,2015,-0.6779915579559495,1.2590918411836085,11,0
78.9526905506,24.7998908709,IAHR74DT.ZIP,India,2015,0.6889181042768072,-0.5825638986355763,16,0
78.952970508,22.0717139808,IAHR74DT.ZIP,India,2015,-0.8585955933059859,1.5312602430153122,17,1
78.952990518,29.201817815,IAHR74DT.ZIP,India,2015,-0.7176761362543536,1.364660674000949,18,1
78.9542772976,12.3922071868,IAHR74DT.ZIP,India,2015,-0.33407281550298834,0.8728929848920325,18,0
78.9570731124,25.0520579221,IAHR74DT.ZIP,India,2015,0.2577231249989427,-0.005905939162351504,19,0
78.95828333,13.5609193,IAHR74DT.ZIP,India,2015,-0.3738841305556166,0.948783531869117,17,0
78.959399794,30.181353366,IAHR74DT.ZIP,India,2015,-0.008780173996084974,0.2691927857005617,16,0
78.9595892598,12.8129663233,IAHR74DT.ZIP,India,2015,-0.6179774456863436,1.2561387157727157,17,1
78.9597069214,23.1846653563,IAHR74DT.ZIP,India,2015,0.32311557919569517,-0.08396559440698576,19,0
78.959801889,12.323802389,IAHR74DT.ZIP,India,2015,-0.3799057545472618,0.962603182801873,19,0
78.9600569031,10.3569383578,IAHR74DT.ZIP,India,2015,0.09585411090031663,0.3281588500493347,21,0
78.9605044694,12.1326754637,IAHR74DT.ZIP,India,2015,-0.24947006711486286,0.7759581516401408,17,0
78.9609578573,20.5901613476,IAHR74DT.ZIP,India,2015,0.1330136321360553,0.18433265305103333,16,0
78.9614404467,22.0714854098,IAHR74DT.ZIP,India,2015,-0.8955497946566022,1.5590437885740915,17,1
78.9614775965,19.5675483024,IAHR74DT.ZIP,India,2015,0.8529078583349956,-0.7292673332238537,18,0
78.962390589,29.209107628,IAHR74DT.ZIP,India,2015,-1.0335937760879979,1.7836773630315026,12,1
78.963743664,29.201111571,IAHR74DT.ZIP,India,2015,-0.9641549240753923,1.7019793244757098,15,1
78.965075108,30.396042828,IAHR74DT.ZIP,India,2015,-0.21241019194204863,0.578221041103537,18,0
78.965576764,20.0577517572,IAHR74DT.ZIP,India,2015,-0.9465187109447015,1.6420860446201595,18,1
78.965794846,29.329083281,IAHR74DT.ZIP,India,2015,-0.21812432577726154,0.6110920653180311,19,0
78.9663077774,10.377130858,IAHR74DT.ZIP,India,2015,-0.2767216549095603,0.7434221458080326,19,0
78.967639588,29.208022927,IAHR74DT.ZIP,India,2015,-0.963609150746203,1.6940807006242191,18,1
78.968024236,30.362425292,IAHR74DT.ZIP,India,2015,-0.8113551313820696,1.4319993244446283,17,0
78.9694376472,22.1155253119,IAHR74DT.ZIP,India,2015,0.15143896702169624,0.1427906048722439,17,0
78.971109558,29.207216202,IAHR74DT.ZIP,India,2015,-0.8554194588495816,1.5430658001966957,21,1
78.9716354417,18.5313031546,IAHR74DT.ZIP,India,2015,-0.6226384085236766,1.2204465178912052,12,0
78.97188043,29.211705786,IAHR74DT.ZIP,India,2015,-0.7602529807007883,1.4232430526490916,16,1
78.971908081,29.216952141,IAHR74DT.ZIP,India,2015,-0.7853739725813725,1.440895256445997,16,1
78.972873342,26.3678392653,IAHR74DT.ZIP,India,2015,-0.14138114649778957,0.47867313213450774,15,0
78.973305604,29.337440739,IAHR74DT.ZIP,India,2015,-0.6189586400975279,1.1665136728607046,20,0
78.974138466,30.386169141,IAHR74DT.ZIP,India,2015,-0.20194566068461256,0.5792118923859567,18,0
78.9742640315,19.7795439153,IAHR74DT.ZIP,India,2015,-0.5169914172899533,1.1025850436133098,15,0
78.97443776,13.66640379,IAHR74DT.ZIP,India,2015,-0.7636252440036256,1.4344069105342434,14,1
78.9753092542,25.0633418487,IAHR74DT.ZIP,India,2015,0.32047357642857927,-0.1072478288089211,16,0
78.975404189,29.206530837,IAHR74DT.ZIP,India,2015,-0.8347003036438101,1.4892874986832483,19,1
78.976984818,29.220796566,IAHR74DT.ZIP,India,2015,-0.610441135463163,1.2116158354678583,18,0
78.97780402,30.279735911,IAHR74DT.ZIP,India,2015,-0.9451785624401631,1.6374762603490023,14,1
78.97828733,30.629451462,IAHR74DT.ZIP,India,2015,-0.09103488733721019,0.44240099991017406,16,0
78.9824873953,12.8671997601,IAHR74DT.ZIP,India,2015,-0.3244338609346087,0.8529441896848177,17,0
78.9827706902,10.5662329039,IAHR74DT.ZIP,India,2015,-0.6776228678481219,1.3065962140692038,16,0
78.984258755,30.385308761,IAHR74DT.ZIP,India,2015,-0.35691615922467423,0.790985316693846,16,0
78.987570457,30.434659377,IAHR74DT.ZIP,India,2015,-0.18603434673008817,0.5765795464812377,18,0
78.9892130912,11.4250981649,IAHR74DT.ZIP,India,2015,-0.39581569294094815,0.9611547296543395,19,0
78.989256214,29.175513228,IAHR74DT.ZIP,India,2015,-0.10199949675168068,0.41605052865926545,18,0
78.9910868249,22.7478962229,IAHR74DT.ZIP,India,2015,0.08733437365425138,0.20694459506236268,19,0
78.99156252,30.218881071,IAHR74DT.ZIP,India,2015,-0.17497525114772505,0.5006807787867977,18,0
78.9919692123,21.7484007672,IAHR74DT.ZIP,India,2015,1.0572093827817715,-1.0589297252160383,17,0
78.992375343,29.33949852,IAHR74DT.ZIP,India,2015,-0.6095894586991244,1.1618948362063088,17,0
78.9950892832,23.0825548614,IAHR74DT.ZIP,India,2015,-0.2971649108595942,0.746503386155475,18,0
78.9950907902,11.3220234745,IAHR74DT.ZIP,India,2015,-0.23959260569828253,0.7597859445110989,20,0
78.99513879,15.01080904,IAHR74DT.ZIP,India,2015,-0.43508944684229434,0.9350567246763066,15,0
78.9961908869,21.1610006686,IAHR74DT.ZIP,India,2015,-0.8133219469694047,1.4448405145102037,15,1
78.9964087192,26.6029452973,IAHR74DT.ZIP,India,2015,0.07071828777567672,0.22253538952486218,18,0
78.9972422636,20.2272908175,IAHR74DT.ZIP,India,2015,-1.0578654269716767,1.813777326991921,15,1
78.99759605,30.39608635,IAHR74DT.ZIP,India,2015,-0.7087503893602374,1.3037721013886925,17,0
78.9978924711,11.070612486,IAHR74DT.ZIP,India,2015,-0.1962732466683361,0.7418826376206311,11,0
78.9991642806,21.1488399365,IAHR74DT.ZIP,India,2015,-0.8239860291310309,1.4871201068635291,17,1
78.9997883433,23.3421560501,IAHR74DT.ZIP,India,2015,0.9595178245627343,-0.9409500687772275,16,0
79.000292522,30.296895129,IAHR74DT.ZIP,India,2015,-0.8300941535059466,1.5053885410147658,17,1
79.0013345302,16.9354729125,IAHR74DT.ZIP,India,2015,-0.26638866562260016,0.7305212405715985,12,0
79.0038699379,11.3973985869,IAHR74DT.ZIP,India,2015,-0.9618880805676817,1.6721510920915736,21,1
79.003991513,30.327450641,IAHR74DT.ZIP,India,2015,-0.578921906869625,1.1250904098594432,17,0
79.0064084742,21.3043960646,IAHR74DT.ZIP,India,2015,-0.3247028968991113,0.8110422929681521,15,0
79.0065408108,18.6809576022,IAHR74DT.ZIP,India,2015,-0.249816390193751,0.7376469759282948,18,0
79.009313564,30.316106381,IAHR74DT.ZIP,India,2015,-0.5921703664551219,1.133353890210979,11,0
79.0101588407,24.9954197351,IAHR74DT.ZIP,India,2015,0.8198673804958913,-0.7399092603162047,16,0
79.011787991,30.337329976,IAHR74DT.ZIP,India,2015,0.15695998386602802,0.03152422587310915,8,0
79.0120064899,13.0653979144,IAHR74DT.ZIP,India,2015,-0.6858059648319605,1.2713418344358278,19,0
79.0125508092,24.611668826,IAHR74DT.ZIP,India,2015,-0.0856641607479887,0.4945424950532957,20,1
79.0146934879,10.1436258417,IAHR74DT.ZIP,India,2015,-0.06834365228220171,0.46595703363169694,12,0
79.0151114136,23.8191602208,IAHR74DT.ZIP,India,2015,0.8503759226254693,-0.8668791209523724,14,0
79.0172615042,10.915703249,IAHR74DT.ZIP,India,2015,-0.3286471250647359,0.8388175346224662,15,0
79.0179199248,24.960925667,IAHR74DT.ZIP,India,2015,0.6933657376277602,-0.6811020206371048,20,0
79.01844134,30.479016557,IAHR74DT.ZIP,India,2015,-0.5998611539332982,1.1614342807676357,15,0
79.0198797491,10.1890785917,IAHR74DT.ZIP,India,2015,-0.846095054066569,1.5395467767044861,19,1
79.020608177,30.341599095,IAHR74DT.ZIP,India,2015,-0.05405921659998557,0.3869904026509331,14,0
79.0209093023,9.75774693091,IAHR74DT.ZIP,India,2015,-0.36900348507504993,0.92504894061473,18,1
79.020916952,11.9163145669,IAHR74DT.ZIP,India,2015,-0.22231250710630812,0.7267286770194237,18,0
79.0214759481,11.3920366698,IAHR74DT.ZIP,India,2015,-0.010993054489681554,0.4050612508195683,15,0
79.0218764672,17.541287308,IAHR74DT.ZIP,India,2015,-0.42124981374918175,0.9330269273668149,15,0
79.0219612232,20.248507124,IAHR74DT.ZIP,India,2015,-0.9047251537727202,1.6203970615386496,19,1
79.0225300582,23.3950280659,IAHR74DT.ZIP,India,2015,-0.3952888226737594,0.8826597169370078,20,1
79.022881957,30.382735938,IAHR74DT.ZIP,India,2015,0.05770081344994343,0.18293625335572364,12,0
79.02471291,14.81585824,IAHR74DT.ZIP,India,2015,-0.19011806903135076,0.6037357836338085,19,0
79.0258660465,21.3046870745,IAHR74DT.ZIP,India,2015,-0.6962614973921208,1.290835478929072,15,0
79.0262971979,10.8990863554,IAHR74DT.ZIP,India,2015,-0.4256528832193652,0.9148935607929145,14,0
79.0263460636,24.9524005573,IAHR74DT.ZIP,India,2015,0.7102762050131135,-0.635103444705501,17,0
79.0270503869,12.0653413898,IAHR74DT.ZIP,India,2015,-0.13320282323915023,0.621645118539126,17,0
79.0276673989,11.2477387458,IAHR74DT.ZIP,India,2015,-0.1802925737893567,0.7136516924715399,18,0
79.032289506,10.256045603,IAHR74DT.ZIP,India,2015,-0.3391848968147939,0.8736617374554391,17,0
79.034131967,30.405877867,IAHR74DT.ZIP,India,2015,-0.33727463723025264,0.7576118574627663,15,0
79.03433008,30.374988739,IAHR74DT.ZIP,India,2015,-0.601065307121399,1.1105226947359972,11,0
79.0351953295,18.3300429915,IAHR74DT.ZIP,India,2015,-0.7617078292145378,1.3692655834163217,11,0
79.037703934,30.40293146,IAHR74DT.ZIP,India,2015,-0.8959589881682167,1.5288431954638466,13,0
79.0379553283,20.1310652778,IAHR74DT.ZIP,India,2015,-0.8158727034798037,1.4966005536045772,16,1
79.0387889194,11.1167579537,IAHR74DT.ZIP,India,2015,-0.36084227410655756,0.9134030251228377,17,0
79.0392266486,24.7976264885,IAHR74DT.ZIP,India,2015,0.8302232714687163,-0.7757180803533935,13,0
79.040816676,30.326680369,IAHR74DT.ZIP,India,2015,-0.34284586550787655,0.7624663146349212,15,0
79.040984118,12.4120406451,IAHR74DT.ZIP,India,2015,-0.16954397761558024,0.6194268520862936,13,0
79.0413631249,11.3147376533,IAHR74DT.ZIP,India,2015,-0.04814137300981263,0.47465766942244914,17,0
79.0416504902,22.8838842556,IAHR74DT.ZIP,India,2015,0.1541676047308821,0.07031761066524105,18,0
79.041652112,29.856976935,IAHR74DT.ZIP,India,2015,-0.3469976342729328,0.6896718689619057,12,0
79.041903559,30.182441207,IAHR74DT.ZIP,India,2015,-0.42086585298933427,0.8975112985560602,18,0
79.0491537595,10.9600090931,IAHR74DT.ZIP,India,2015,-0.3597489201307615,0.89213946105016,17,0
79.0509988485,22.2048268903,IAHR74DT.ZIP,India,2015,-0.44982200968899116,0.9478610663976419,17,0
79.0529181019,21.1363996411,IAHR74DT.ZIP,India,2015,-1.0114003721138713,1.7379208780973994,14,1
79.05301372,14.7392507,IAHR74DT.ZIP,India,2015,-0.8179157210939035,1.4430006077189388,16,1
79.05388158,29.210365198,IAHR74DT.ZIP,India,2015,-0.6795191013310093,1.305197850943026,14,0
79.0539688476,11.3915013789,IAHR74DT.ZIP,India,2015,-0.14650063294481805,0.6359589314425186,19,0
79.0546426503,21.1714537605,IAHR74DT.ZIP,India,2015,-0.8855754743785006,1.5449252338001995,18,1
79.055997312,30.593013806,IAHR74DT.ZIP,India,2015,-0.7737851158100201,1.3746202383306176,7,0
79.0565669143,18.4313259108,IAHR74DT.ZIP,India,2015,-0.5260170293701253,1.1273484975071557,17,0
79.056714824,29.165645422,IAHR74DT.ZIP,India,2015,-0.8689769141608941,1.5635641356486996,21,1
79.0570011664,24.4217919326,IAHR74DT.ZIP,India,2015,0.4401811729385107,-0.32039579990228195,12,0
79.0570895105,17.2565308997,IAHR74DT.ZIP,India,2015,-0.23115006354817733,0.6094134144735627,13,0
79.057458109,30.507404033,IAHR74DT.ZIP,India,2015,-0.6679068690571321,1.260684758505331,16,0
79.0591461147,10.6635504948,IAHR74DT.ZIP,India,2015,0.12801093317605525,0.22773030090084986,19,0
79.0593481073,23.6478111135,IAHR74DT.ZIP,India,2015,0.2960891963874258,-0.14155061516811152,18,0
79.0601253942,24.7659546306,IAHR74DT.ZIP,India,2015,-0.12636411539843148,0.5685743823409697,16,1
79.0626834632,11.1373627337,IAHR74DT.ZIP,India,2015,-0.9732497727426167,1.7074951035374513,18,1
79.0628582925,11.1923908792,IAHR74DT.ZIP,India,2015,-0.14447648177859915,0.6001774655277884,17,0
79.0628630001,12.2040812685,IAHR74DT.ZIP,India,2015,-0.8019802342732212,1.4796400596279913,18,1
79.06310473,15.93327736,IAHR74DT.ZIP,India,2015,-0.38423987942155835,0.9006316488223991,17,0
79.063138782,30.539910096,IAHR74DT.ZIP,India,2015,-0.448905644308997,0.9601847803193531,12,0
79.0635030131,9.80032115412,IAHR74DT.ZIP,India,2015,-0.25844474846974574,0.7812105987117729,17,0
79.0642372578,24.5469235033,IAHR74DT.ZIP,India,2015,0.6114615693659264,-0.5392815744618755,19,0
79.065690994,30.570523105,IAHR74DT.ZIP,India,2015,-0.41919456507503217,0.90114224689616,16,0
79.0669725245,12.2289140433,IAHR74DT.ZIP,India,2015,-0.26755626496300494,0.829262110597558,18,1
79.0672336688,18.8046008188,IAHR74DT.ZIP,India,2015,-0.29639134100650044,0.7579959472356078,21,0
79.067307218,12.2372703713,IAHR74DT.ZIP,India,2015,-0.9699679265100039,1.7043837817204677,18,1
79.06842749,13.27593094,IAHR74DT.ZIP,India,2015,-0.34686719310715797,0.9031430701852761,16,0
79.0685652905,25.0992105169,IAHR74DT.ZIP,India,2015,0.3536443408178686,-0.1511910240358011,18,0
79.0693229615,11.0586808673,IAHR74DT.ZIP,India,2015,-0.7446073572419322,1.4266838586807895,13,0
79.0696890239,22.023661344,IAHR74DT.ZIP,India,2015,0.058356651925302754,0.26710102483399734,19,0
79.069703706,17.3067089745,IAHR74DT.ZIP,India,2015,-0.28954842791664803,0.7083915952799454,15,0
79.069955897,29.337933002,IAHR74DT.ZIP,India,2015,-0.8511545074737155,1.5369295136236854,16,0
79.0704704508,23.3036646059,IAHR74DT.ZIP,India,2015,1.0497200281673238,-1.0150478760572574,13,0
79.0721859072,10.9868705634,IAHR74DT.ZIP,India,2015,-0.05285202882878072,0.48711012615757765,20,0
79.0732363445,10.8051801957,IAHR74DT.ZIP,India,2015,-0.1515331974330461,0.6548463283747417,16,0
79.0735093075,11.3240028887,IAHR74DT.ZIP,India,2015,-0.5834444913048238,1.1707078048935062,19,1
79.0757605582,10.4433086148,IAHR74DT.ZIP,India,2015,0.08007141865689991,0.2830213263173728,16,0
79.075898409,29.695235618,IAHR74DT.ZIP,India,2015,-0.0971726830577751,0.3709643854306479,11,0
79.0759779895,11.2568792072,IAHR74DT.ZIP,India,2015,-0.05389397698843408,0.43626721478006514,20,0
79.0766151854,12.2230764216,IAHR74DT.ZIP,India,2015,-0.7883734307246419,1.4906465332716763,17,1
79.076896669,30.523323973,IAHR74DT.ZIP,India,2015,-0.7283098639105309,1.3712219448776293,10,0
79.076957255,29.79856777,IAHR74DT.ZIP,India,2015,-0.2999797885138066,0.6519181257015534,16,0
79.077423005,29.686194578,IAHR74DT.ZIP,India,2015,-0.5014959902662663,1.0059984471491168,13,0
79.0801045844,12.2303421722,IAHR74DT.ZIP,India,2015,-0.9068823999977652,1.631189747083322,15,1
79.080145059,29.163965442,IAHR74DT.ZIP,India,2015,-0.6394405400337435,1.2351555446139,20,0
79.0804872198,21.182887983,IAHR74DT.ZIP,India,2015,-0.890570903124053,1.545667405386093,19,1
79.0810527626,24.5055748781,IAHR74DT.ZIP,India,2015,-0.8050672165610937,1.472944198974521,14,1
79.0810578265,21.1453467774,IAHR74DT.ZIP,India,2015,-0.9770286841720764,1.696693639822414,21,1
79.081128351,30.552530516,IAHR74DT.ZIP,India,2015,-0.43304316100682944,0.8658239081933018,14,0
79.081192757,30.50229314,IAHR74DT.ZIP,India,2015,-0.4856934681810573,1.0053428730307639,13,0
79.0813815925,21.1585404688,IAHR74DT.ZIP,India,2015,-0.9766088009928906,1.695815746133491,15,1
79.08175758,14.58036942,IAHR74DT.ZIP,India,2015,-0.1309132911916578,0.5714461397543837,16,0
79.082897222,30.109223406,IAHR74DT.ZIP,India,2015,-0.30813828110391356,0.6355477346878333,15,0
79.0829705907,19.8349625995,IAHR74DT.ZIP,India,2015,-0.5325652434866494,1.1046853687470408,14,0
79.0830485121,10.5574088291,IAHR74DT.ZIP,India,2015,0.17674117107809412,0.07175005987204464,20,0
79.0831225924,12.888791327,IAHR74DT.ZIP,India,2015,-0.8412150320699975,1.5559746643656913,18,0
79.0835535839,21.1396176912,IAHR74DT.ZIP,India,2015,-0.9744320824874328,1.7135419869670347,17,1
79.083663935,12.2046404229,IAHR74DT.ZIP,India,2015,-0.29750681270316487,0.8172698076553062,18,0
79.0842406878,21.1092216111,IAHR74DT.ZIP,India,2015,-0.9621623332801262,1.6792159734246221,11,1
79.084392239,11.3856479385,IAHR74DT.ZIP,India,2015,-0.21905806941757477,0.7096964974606278,14,0
79.0847145382,21.1674010796,IAHR74DT.ZIP,India,2015,-0.9950230047096994,1.72909638256058,12,1
79.084932447,30.456212509,IAHR74DT.ZIP,India,2015,-0.3368108676533727,0.7830319444356403,14,0
79.0849756358,21.1619623219,IAHR74DT.ZIP,India,2015,-0.976030890085007,1.6954843002706472,13,1
79.0849874178,11.1277515485,IAHR74DT.ZIP,India,2015,-0.12071600212848176,0.5985590054593277,18,0
79.085771582,10.9523412559,IAHR74DT.ZIP,India,2015,-0.11907384875198042,0.5543384132070409,15,0
79.0859299526,11.2681630625,IAHR74DT.ZIP,India,2015,-0.18790565149185937,0.6976622936687104,21,0
79.086737553,29.357585559,IAHR74DT.ZIP,India,2015,-0.9270601159277728,1.6152992766605143,19,0
79.0879388304,12.103804384,IAHR74DT.ZIP,India,2015,0.12051117217056431,0.2766895946599673,18,0
79.0886777358,11.3660851621,IAHR74DT.ZIP,India,2015,0.04138880524356026,0.36439814529156617,14,0
79.089422322,21.1552389422,IAHR74DT.ZIP,India,2015,-0.9158821187005253,1.6339485593903142,16,1
79.0908427074,22.3682708651,IAHR74DT.ZIP,India,2015,0.18427588326728267,0.046916356217758165,15,0
79.093007881,29.330730681,IAHR74DT.ZIP,India,2015,-0.8750983214414774,1.5816104415678414,19,0
79.0933122856,21.1967828972,IAHR74DT.ZIP,India,2015,-0.9793879502936902,1.6991751475941754,13,1
79.094817889,10.446165299,IAHR74DT.ZIP,India,2015,-0.11019145501432215,0.6303463212552022,19,0
79.0950821897,10.8566427969,IAHR74DT.ZIP,India,2015,-0.25606180364496045,0.7836703449035162,15,1
79.0958498616,11.8152460315,IAHR74DT.ZIP,India,2015,-0.5442077004651896,1.1605787041651408,17,0
79.0960852837,17.5164082799,IAHR74DT.ZIP,India,2015,-0.5731203993824281,1.09057784425497,14,0
79.0970517005,9.95277343619,IAHR74DT.ZIP,India,2015,0.0006483136019209854,0.4214335611773855,17,0
79.0980329077,11.0313292898,IAHR74DT.ZIP,India,2015,-0.11051839999790686,0.5824958176556412,18,0
79.0999649991,25.1668294004,IAHR74DT.ZIP,India,2015,0.33212020438263623,-0.13014526673072369,19,0
79.1000301392,21.1193694135,IAHR74DT.ZIP,India,2015,-0.9259335026959193,1.6412781523795543,14,1
79.100125819,29.364619541,IAHR74DT.ZIP,India,2015,-0.8346019893771691,1.490899167827904,20,0
79.1007997106,21.1931448718,IAHR74DT.ZIP,India,2015,-1.0046771615198131,1.756120174408907,13,1
79.100981745,24.4129830426,IAHR74DT.ZIP,India,2015,0.7383307431623327,-0.6464195633669975,13,0
79.1010400498,11.2379161319,IAHR74DT.ZIP,India,2015,-0.02030601379838473,0.42870642947481274,21,0
79.1023169331,11.8068324668,IAHR74DT.ZIP,India,2015,-0.05362754982295169,0.5351390368335041,21,0
79.104075713,30.607751242,IAHR74DT.ZIP,India,2015,-0.46246938566661294,0.9270645201289127,15,0
79.1051175412,10.8612640086,IAHR74DT.ZIP,India,2015,-0.621466382100422,1.2701592487548707,14,0
79.105476263,29.545175373,IAHR74DT.ZIP,India,2015,0.41673626277270964,-0.2972447757658606,18,0
79.1058172749,10.1967745925,IAHR74DT.ZIP,India,2015,-0.05338398797345943,0.47610653054802854,18,0
79.1060174313,23.1244745041,IAHR74DT.ZIP,India,2015,0.43409117227745875,-0.245400846676073,18,0
79.1060346313,10.8677375502,IAHR74DT.ZIP,India,2015,-0.9117232070573524,1.610893980377454,11,1
79.106255407,21.162208655,IAHR74DT.ZIP,India,2015,-0.9753830270371548,1.7023959847358534,16,1
79.1063706447,21.1622284282,IAHR74DT.ZIP,India,2015,-0.9386012505429692,1.658215986667333,12,1
79.106554584,29.627075022,IAHR74DT.ZIP,India,2015,0.03898827495767898,0.2328226692091438,14,0
79.1083456724,21.1065525207,IAHR74DT.ZIP,India,2015,-0.980030718877918,1.728637175875354,15,1
79.1091082447,11.1948359468,IAHR74DT.ZIP,India,2015,-0.31260891623752973,0.8582500798462132,16,0
79.1096769529,18.4736392653,IAHR74DT.ZIP,India,2015,-0.773237135372493,1.4376757917646616,17,1
79.110551577,29.838144843,IAHR74DT.ZIP,India,2015,0.3944270968296041,-0.26587076967199447,16,0
79.1113375556,21.1748200974,IAHR74DT.ZIP,India,2015,-0.9757741803719729,1.6560794072962872,13,1
79.11205615,14.29387429,IAHR74DT.ZIP,India,2015,-0.8765034759602663,1.537061248166258,13,1
79.112078472,10.7312173281,IAHR74DT.ZIP,India,2015,-0.8248256219854966,1.5032583915179973,17,1
79.1128473742,11.1538358333,IAHR74DT.ZIP,India,2015,-0.3419006232777054,0.878193301652434,18,0
79.112928491,10.8773453204,IAHR74DT.ZIP,India,2015,-0.7103543752366747,1.3504260704581352,14,1
79.1143138215,12.9204423201,IAHR74DT.ZIP,India,2015,-0.995131772842033,1.7410953531931999,20,1
79.114378691,21.165871537,IAHR74DT.ZIP,India,2015,-0.805624580459636,1.4209172588751149,17,1
79.1151554598,18.4732652173,IAHR74DT.ZIP,India,2015,-0.6370960624379702,1.2379741738939285,16,1
79.1154478368,21.134819224,IAHR74DT.ZIP,India,2015,-0.9001782558313811,1.592402363779183,14,1
79.115842919,29.406508899,IAHR74DT.ZIP,India,2015,-0.8858536233645848,1.5716276667536317,20,1
79.1158752307,12.9049227205,IAHR74DT.ZIP,India,2015,-0.4248183988451355,0.9961872723492696,16,1
79.1174508283,22.8938593098,IAHR74DT.ZIP,India,2015,-0.06938786623157606,0.3260176972955405,17,0
79.118263743,29.222216481,IAHR74DT.ZIP,India,2015,0.08893569626712873,0.21894952494814052,15,0
79.11895693,15.60163074,IAHR74DT.ZIP,India,2015,-0.3847328998961075,0.8309950869286026,19,1
79.1202807473,12.899965896,IAHR74DT.ZIP,India,2015,-0.813765457832959,1.51280141597208,19,1
79.122307341,29.163530476,IAHR74DT.ZIP,India,2015,-0.9061483010479758,1.5863827511385815,20,1
79.1224498074,21.1355221607,IAHR74DT.ZIP,India,2015,-0.9573368844925874,1.68746867743776,16,1
79.12276742,13.16118581,IAHR74DT.ZIP,India,2015,-0.15626885933970924,0.6254245220953298,11,0
79.123041694,21.1314685133,IAHR74DT.ZIP,India,2015,-0.8814957959234327,1.5894583384426275,17,1
79.12368612,14.21401806,IAHR74DT.ZIP,India,2015,-0.727463036470299,1.3867963294414312,15,0
79.1237759561,11.4090503366,IAHR74DT.ZIP,India,2015,-0.9968110941977604,1.7172400106208439,16,1
79.1250609916,9.91622175653,IAHR74DT.ZIP,India,2015,0.06405056117210498,0.3379524320060784,20,0
79.1261875449,11.7014641679,IAHR74DT.ZIP,India,2015,-0.05960574842379997,0.5432908993033866,16,0
79.1265033857,24.8073666275,IAHR74DT.ZIP,India,2015,0.19017869873962648,0.07111182007570567,16,0
79.1278184164,19.8874683422,IAHR74DT.ZIP,India,2015,-0.3617127745901848,0.9078573353488619,18,0
79.1286502138,16.9173031875,IAHR74DT.ZIP,India,2015,-0.13036991472004092,0.6107654307562587,16,0
79.12889127,15.47893583,IAHR74DT.ZIP,India,2015,-0.09280930954525343,0.5253224956243173,15,0
79.129710922,29.47441329,IAHR74DT.ZIP,India,2015,-0.9255559913661668,1.6341545598636873,19,0
79.1299814409,10.7910233277,IAHR74DT.ZIP,India,2015,-0.8993556029543209,1.6340973747268017,19,1
79.1308954311,11.1661212132,IAHR74DT.ZIP,India,2015,-0.2211034110534346,0.7011383882094077,17,0
79.13159401,15.59767015,IAHR74DT.ZIP,India,2015,-0.5756930531595589,1.1450470045476842,18,0
79.131775604,30.448512687,IAHR74DT.ZIP,India,2015,-0.08863194559336172,0.42440073344442664,15,0
79.1319009721,11.1350895635,IAHR74DT.ZIP,India,2015,-0.4828137066180759,1.086701115259576,16,0
79.1320523746,11.2685856351,IAHR74DT.ZIP,India,2015,-0.23401692666648552,0.7378275886785232,14,0
